X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,y,테스트
0.3842015,0.37623850000000003,0.42122350000000003,0.34906550000000003,0.45117799999999997,0.456876,0.447437,0.341054,0.1992665,0.1842015,0.37711849999999997,0.306049,0.476804,0.309193,0.35124500000000003,0.33747550000000004,0.321991,0.425373,0.2728185,0.436589,0.33928600000000003,0.463923,0.33416,0.2313465,0.33846099999999996,0.36755150000000003,0.40206850000000005,0.26800999999999997,0.127256,0.410736,0.470644,0.32522049999999997,0.37284249999999997,0.26826099999999997,0.339657,0.416549,0.3584715,0.2859505,0.4026005,0.41989150000000003,0.38043899999999997,0.38928850000000004,0.42753399999999997,0.35080350000000005,0.2851925,0.35868999999999995,0.407662,0.2628455,0.37876550000000003,0.3549045,0.23137649999999998,0.2147605,0.21828750000000002,0.258666,0.35932699999999995,0.4670565,0.25818,0.3877595,0.36233750000000003,0.5157164999999999,0.22625800000000001,0.4738385,0.235466,0.3474145,40.95811145906721,0
0.302864,0.255234,0.47038650000000004,0.396039,0.36045849999999996,0.342472,0.285717,0.3228005,0.2532545,0.050307,0.466268,0.3459925,0.363723,0.372633,0.328102,0.4000675,0.4478515,0.2707735,0.331387,0.452025,0.43177750000000004,0.4713565,0.3326925,0.298556,0.225577,0.3936755,0.354022,0.4283215,0.163314,0.435595,0.481518,0.39733850000000004,0.39206949999999996,0.4312465,0.3822195,0.460891,0.44028999999999996,0.469082,0.42692050000000004,0.2603905,0.49179649999999997,0.3031395,0.47090750000000003,0.5685095,0.284605,0.26004099999999997,0.335771,0.099553,0.437987,0.4875055,0.3359415,0.2006605,0.235465,0.301156,0.296448,0.2382885,0.39106299999999994,0.45000650000000003,0.32734199999999997,0.407605,0.33288650000000003,0.504698,0.3124455,0.23938399999999999,52.750080028716845,0
0.4009815,0.3448735,0.302265,0.35642300000000005,0.39065750000000005,0.404582,0.41234649999999995,0.382753,0.3054485,0.1577565,0.3200655,0.367961,0.5210085,0.37851799999999997,0.45661050000000003,0.22159249999999997,0.36997349999999996,0.264389,0.3153515,0.3714115,0.35388200000000003,0.536677,0.362767,0.3150675,0.3850385,0.265505,0.333483,0.23373549999999998,0.2494795,0.3746855,0.3632155,0.313543,0.41311349999999997,0.191949,0.20906750000000002,0.365089,0.3707225,0.3381945,0.4210755,0.5271615000000001,0.245875,0.33035000000000003,0.454044,0.386845,0.27445600000000003,0.356178,0.4369635,0.3309355,0.386853,0.1621285,0.21876400000000001,0.22761549999999997,0.22477350000000001,0.3007795,0.44288849999999996,0.3781855,0.21192699999999998,0.333689,0.2888805,0.410525,0.2005535,0.4277,0.3446175,0.4198205,42.628974541274594,0
0.31685850000000004,0.33511399999999997,0.399908,0.32423100000000005,0.336147,0.3472205,0.3379115,0.3136915,0.298303,0.368831,0.3424245,0.327502,0.2805265,0.30120399999999997,0.27953249999999996,0.36827600000000005,0.344668,0.42771499999999996,0.350416,0.3681575,0.32945599999999997,0.2710675,0.357501,0.33578749999999996,0.3491155,0.40476449999999997,0.3924515,0.383163,0.277797,0.336052,0.40156650000000005,0.4129905,0.3530765,0.37641199999999997,0.388162,0.3707605,0.3125865,0.3583845,0.360611,0.274524,0.376791,0.348244,0.3303945,0.3119465,0.357162,0.32989900000000005,0.3213215,0.3250555,0.32784800000000003,0.4283655,0.340318,0.365456,0.382158,0.32803350000000003,0.3096215,0.3256465,0.31935900000000006,0.35768099999999997,0.36581450000000004,0.38135549999999996,0.36879649999999997,0.3169855,0.277408,0.31009950000000003,50.515827402731674,0
0.3483705,0.3074035,0.255726,0.305706,0.2628795,0.3117505,0.2910545,0.3940695,0.4445155,0.38916100000000003,0.243833,0.39548550000000005,0.263006,0.40678800000000004,0.351502,0.268057,0.39530049999999994,0.257782,0.419174,0.295171,0.327967,0.31782900000000003,0.382362,0.440255,0.404416,0.2975975,0.290883,0.3711565,0.42524300000000004,0.30632550000000003,0.3407445,0.4426915,0.40324,0.3544485,0.29157700000000003,0.33565,0.3102525,0.43391199999999996,0.40159300000000003,0.33934899999999996,0.2015975,0.276397,0.407003,0.3615125,0.32420200000000005,0.2876735,0.353877,0.44282299999999997,0.33007000000000003,0.229834,0.325207,0.4252885,0.4189905,0.40244050000000003,0.3642915,0.2509515,0.302178,0.269781,0.23837350000000002,0.21859199999999998,0.324389,0.23120100000000002,0.3971195,0.36109349999999996,54.37202577856037,0
0.285165,0.3198525,0.11930049999999999,0.383822,0.210248,0.18824049999999998,0.2271885,0.3755605,0.560121,0.409057,0.335628,0.40663900000000003,0.346147,0.44715150000000004,0.4391465,0.324689,0.3611995,0.1040075,0.3430785,0.19192399999999998,0.3700355,0.327909,0.2725365,0.46519150000000004,0.2879875,0.2013545,0.1992945,0.32340399999999997,0.7010805,0.297094,0.0278915,0.17037449999999998,0.2635375,0.3932455,0.2612345,0.188034,0.44356100000000004,0.3430325,0.1603245,0.327353,0.24675,0.28967750000000003,0.261065,0.386618,0.3906515,0.3614655,0.292723,0.4144365,0.3513305,0.1735335,0.4684595,0.416199,0.3506575,0.4362625,0.374687,0.2313575,0.526208,0.2539945,0.2959545,0.07008600000000001,0.4347355,0.336105,0.5675290000000001,0.37911649999999997,58.24074631388979,2
0.3589545,0.3476945,0.40555,0.35012,0.37266599999999994,0.37289000000000005,0.357054,0.3530315,0.29952449999999997,0.2613315,0.38368800000000003,0.308219,0.35112350000000003,0.3491455,0.31548600000000004,0.40595600000000004,0.344621,0.397133,0.2995495,0.4080275,0.3478485,0.37384399999999995,0.30611900000000003,0.2877245,0.294965,0.3609805,0.34535299999999997,0.359094,0.236636,0.39341000000000004,0.441513,0.3218655,0.33586249999999995,0.40492550000000005,0.402931,0.4103035,0.3603115,0.3166785,0.35326599999999997,0.30255,0.385306,0.3529835,0.419625,0.4019945,0.314418,0.3095755,0.3815965,0.2671305,0.376099,0.4243225,0.32174050000000004,0.269351,0.27446550000000003,0.324025,0.274648,0.394212,0.3863605,0.3642275,0.3186825,0.395994,0.301524,0.41969850000000003,0.327341,0.254988,54.182351939833346,0
0.34851750000000004,0.35296099999999997,0.3427485,0.392662,0.3351605,0.308807,0.299887,0.35365399999999997,0.3685265,0.269199,0.39532999999999996,0.324979,0.365579,0.38264149999999997,0.343167,0.400769,0.34822699999999995,0.300026,0.30731200000000003,0.354006,0.3721125,0.391602,0.2770725,0.298344,0.269747,0.313122,0.286864,0.35353999999999997,0.3607275,0.386329,0.3214665,0.2723485,0.295653,0.426068,0.384496,0.358753,0.40771500000000005,0.3261425,0.2892925,0.2959755,0.385138,0.37162399999999995,0.3755475,0.437267,0.3400995,0.305695,0.3446445,0.264029,0.38402899999999995,0.3867915,0.38205,0.2801675,0.2606405,0.35385449999999996,0.28719,0.3469125,0.45654399999999995,0.370109,0.321378,0.30302450000000003,0.335166,0.431793,0.383456,0.2885255,52.42879748656852,0
0.36770749999999996,0.3751925,0.35883699999999996,0.450164,0.3071165,0.226306,0.2649435,0.2926025,0.405856,0.35803,0.41904450000000004,0.2702095,0.373695,0.3342685,0.34422800000000003,0.4919815,0.307986,0.31709149999999997,0.284275,0.312504,0.38391149999999996,0.3717265,0.237754,0.28467349999999997,0.24935849999999998,0.2908815,0.29787399999999997,0.3857485,0.433876,0.343453,0.21760600000000002,0.209705,0.2163145,0.460256,0.3983355,0.32217049999999997,0.3956775,0.273766,0.2165175,0.278492,0.440389,0.4478515,0.2558335,0.433149,0.39988,0.28934899999999997,0.3116105,0.248384,0.3605515,0.44715499999999997,0.46930499999999997,0.258934,0.24964199999999998,0.3882045,0.222907,0.3333275,0.5390699999999999,0.4134305,0.36960899999999997,0.259198,0.3996965,0.410369,0.40820599999999996,0.26689999999999997,52.844256555645856,2
0.32452250000000005,0.2786735,0.41884200000000005,0.354467,0.407566,0.425928,0.3491405,0.3513815,0.2399445,0.09928899999999999,0.40883,0.3601995,0.38428950000000006,0.3773445,0.3264235,0.3630175,0.40914399999999995,0.2465765,0.3421265,0.428715,0.40330350000000004,0.4891885,0.350366,0.2973435,0.2648175,0.38653350000000003,0.3469515,0.3670375,0.17789300000000002,0.435595,0.4947715,0.40927749999999996,0.407535,0.36352549999999995,0.3603805,0.4325245,0.4220815,0.4598145,0.46279950000000003,0.3117525,0.44337099999999996,0.303053,0.47652849999999997,0.509872,0.2431645,0.2823295,0.3316615,0.1916,0.41217499999999996,0.39581,0.2908785,0.25161449999999996,0.256649,0.2938785,0.35436599999999996,0.31962450000000003,0.34449,0.411974,0.32047899999999996,0.40773,0.2856355,0.4759795,0.27191750000000003,0.317557,55.07957503590455,0
