Price,Adj Close,Close,High,Low,Open,Volume
Ticker,000660.KS,000660.KS,000660.KS,000660.KS,000660.KS,000660.KS
Date,,,,,,
2016-06-20,26820.95703125,30050.0,30050.0,29050.0,29800.0,4501015
2016-06-21,26597.8203125,29800.0,30150.0,29550.0,30050.0,2376833
2016-06-22,27624.2421875,30950.0,30950.0,30000.0,30200.0,5122638
2016-06-23,28338.279296875,31750.0,31800.0,30850.0,30900.0,7147499
2016-06-24,28382.904296875,31800.0,33100.0,30450.0,32800.0,16852175
2016-06-27,28606.0390625,32050.0,32050.0,31050.0,31350.0,6146337
2016-06-28,27802.748046875,31150.0,31600.0,30650.0,31150.0,5072467
2016-06-29,28382.904296875,31800.0,32200.0,31700.0,31800.0,3801424
2016-06-30,28918.435546875,32400.0,32550.0,31700.0,32000.0,4571310
2016-07-01,28695.294921875,32150.0,32700.0,31600.0,31800.0,5289586
2016-07-04,29230.822265625,32750.0,32900.0,32050.0,32250.0,3192033
2016-07-05,28427.533203125,31850.0,32650.0,31850.0,32650.0,2577231
2016-07-06,27311.8515625,30600.0,31350.0,30300.0,31100.0,6314347
2016-07-07,27356.478515625,30650.0,31350.0,30600.0,30750.0,2715183
2016-07-08,27713.494140625,31050.0,31250.0,30550.0,30700.0,2424460
2016-07-11,28561.4140625,32000.0,32300.0,31650.0,31750.0,3938161
2016-07-12,28561.4140625,32000.0,32300.0,31550.0,32250.0,2523664
2016-07-13,29141.568359375,32650.0,32950.0,32450.0,32700.0,3779418
2016-07-14,29498.58203125,33050.0,33300.0,32450.0,32500.0,3145494
2016-07-15,29186.1953125,32700.0,33500.0,32650.0,33300.0,2580255
2016-07-18,29230.822265625,32750.0,33100.0,32500.0,32900.0,1515167
2016-07-19,28963.0546875,32450.0,33000.0,31950.0,32900.0,2340759
2016-07-20,28650.666015625,32100.0,32400.0,31850.0,32300.0,1775583
2016-07-21,28695.294921875,32150.0,32800.0,32100.0,32400.0,1879147
2016-07-22,28561.4140625,32000.0,32150.0,31200.0,32150.0,2442893
2016-07-25,29007.6875,32500.0,32650.0,32150.0,32300.0,2147590
2016-07-26,28606.0390625,32050.0,32400.0,31100.0,32400.0,5028045
2016-07-27,29855.6015625,33450.0,33450.0,32550.0,32600.0,4762165
2016-07-28,29944.853515625,33550.0,33550.0,33000.0,33150.0,3586965
2016-07-29,30703.521484375,34400.0,34400.0,33450.0,33550.0,4660512
2016-08-01,31105.1640625,34850.0,35300.0,34600.0,34700.0,3274413
2016-08-02,30123.365234375,33750.0,34700.0,33650.0,34600.0,2123735
2016-08-03,29944.853515625,33550.0,34400.0,33000.0,33300.0,2698841
2016-08-04,30034.11328125,33650.0,34200.0,33350.0,33950.0,1477680
2016-08-05,31060.53125,34800.0,34900.0,33950.0,34300.0,2830058
2016-08-08,31194.412109375,34950.0,35250.0,34400.0,35150.0,2157854
2016-08-09,31283.669921875,35050.0,35200.0,34450.0,34850.0,2112078
2016-08-10,30167.994140625,33800.0,35000.0,33650.0,34900.0,3193311
2016-08-11,31060.53125,34800.0,34800.0,33450.0,33700.0,2980478
2016-08-12,30658.888671875,34350.0,35100.0,34200.0,34450.0,2437735
2016-08-16,30078.73828125,33700.0,34950.0,33700.0,34950.0,2883043
2016-08-17,29944.853515625,33550.0,33900.0,32900.0,33750.0,2083372
2016-08-18,30480.390625,34150.0,34250.0,33550.0,33550.0,1855081
2016-08-19,31596.064453125,35400.0,35400.0,34200.0,34400.0,4683750
2016-08-22,32131.59375,36000.0,36050.0,35250.0,35500.0,4149396
2016-08-23,31774.576171875,35600.0,36300.0,35550.0,36250.0,3014421
2016-08-24,31908.458984375,35750.0,35950.0,35300.0,35900.0,1689924
2016-08-25,31863.826171875,35700.0,35750.0,34900.0,35100.0,1568516
2016-08-26,32354.72265625,36250.0,36350.0,35750.0,35850.0,2635343
2016-08-29,32354.72265625,36250.0,36400.0,35300.0,35350.0,2782441
2016-08-30,32399.35546875,36300.0,36950.0,35550.0,36800.0,2766460
2016-08-31,32533.232421875,36450.0,36450.0,35750.0,36400.0,2832970
2016-09-01,32220.83984375,36100.0,36400.0,35700.0,36400.0,1713669
2016-09-02,32711.74609375,36650.0,36700.0,35950.0,36100.0,1828390
2016-09-05,33470.41015625,37500.0,37500.0,36850.0,36900.0,2337575
2016-09-06,33916.68359375,38000.0,38000.0,37350.0,37750.0,2123160
2016-09-07,33827.42578125,37900.0,38800.0,37900.0,38200.0,3786844
2016-09-08,34541.4609375,38700.0,38700.0,37900.0,37900.0,3698781
2016-09-09,34764.59375,38950.0,39000.0,38350.0,38550.0,2748415
2016-09-12,33024.140625,37000.0,38300.0,37000.0,37500.0,4885896
2016-09-13,33738.16796875,37800.0,38300.0,37500.0,37600.0,3928646
2016-09-19,34987.73046875,39200.0,39450.0,38250.0,38700.0,5283684
2016-09-20,35032.36328125,39250.0,39450.0,38750.0,39200.0,2594490
2016-09-21,34943.109375,39150.0,39150.0,38650.0,39000.0,1731450
2016-09-22,35166.2421875,39400.0,39800.0,39150.0,39800.0,3214630
2016-09-23,35121.6171875,39350.0,39650.0,39050.0,39550.0,2095120
2016-09-26,35255.50390625,39500.0,39500.0,38800.0,39350.0,1669862
2016-09-27,36728.19140625,41150.0,41150.0,39150.0,39400.0,4001505
2016-09-28,36772.82421875,41200.0,42000.0,40950.0,41300.0,4189804
2016-09-29,35880.2734375,40200.0,40750.0,40150.0,40600.0,3976705
2016-09-30,35880.2734375,40200.0,40950.0,39600.0,39750.0,3764773
2016-10-04,37308.34765625,41800.0,41800.0,41000.0,41500.0,3639803
2016-10-05,38022.3828125,42600.0,42950.0,41200.0,42150.0,4387312
2016-10-06,37977.7578125,42550.0,43150.0,42400.0,43100.0,2815496
2016-10-07,37665.36328125,42200.0,42700.0,41900.0,42700.0,2637734
2016-10-10,36862.06640625,41300.0,42500.0,41200.0,42200.0,2916252
2016-10-11,36862.06640625,41300.0,42000.0,41100.0,41300.0,2810503
2016-10-12,36817.4453125,41250.0,41900.0,41000.0,41000.0,3521492
2016-10-13,36549.6796875,40950.0,41700.0,40950.0,41450.0,3638071
2016-10-14,37085.2109375,41550.0,41900.0,41200.0,41300.0,2708972
2016-10-17,37754.62109375,42300.0,42300.0,41400.0,41750.0,2314725
2016-10-18,37174.46484375,41650.0,42300.0,41300.0,42200.0,2559222
2016-10-19,35746.38671875,40050.0,41450.0,39850.0,41150.0,5033246
2016-10-20,35746.38671875,40050.0,40300.0,38850.0,40250.0,5423960
2016-10-21,36549.6796875,40950.0,41000.0,39500.0,39500.0,2436212
2016-10-24,35835.65234375,40150.0,41150.0,39850.0,41000.0,2211109
2016-10-25,36638.94140625,41050.0,41650.0,40200.0,40350.0,4469224
2016-10-26,38290.14453125,42900.0,42900.0,41300.0,41300.0,6364037
2016-10-27,38379.40234375,43000.0,43600.0,42600.0,42900.0,4814197
2016-10-28,37888.50390625,42450.0,42950.0,42100.0,42700.0,2251179
2016-10-31,36594.31640625,41000.0,42900.0,41000.0,42500.0,3297943
2016-11-01,37486.859375,42000.0,42350.0,41600.0,41700.0,3173446
2016-11-02,36594.31640625,41000.0,41400.0,40450.0,41250.0,2822651
2016-11-03,36728.19140625,41150.0,41700.0,40700.0,40900.0,2580396
2016-11-04,36772.82421875,41200.0,41400.0,40850.0,41150.0,2600930
2016-11-07,37040.5859375,41500.0,42050.0,41200.0,41800.0,2033220
2016-11-08,37040.5859375,41500.0,42150.0,41250.0,42100.0,1882987
2016-11-09,35389.37890625,39650.0,41750.0,38700.0,41650.0,5779291
2016-11-10,36594.31640625,41000.0,41050.0,40500.0,41000.0,2520434
2016-11-11,35567.890625,39850.0,40450.0,39550.0,40000.0,2962651
2016-11-14,35434.0,39700.0,40450.0,39700.0,40000.0,1589911
2016-11-15,35434.0,39700.0,40400.0,39500.0,39700.0,2030086
2016-11-16,36460.4375,40850.0,41000.0,40250.0,40450.0,2101878
2016-11-17,37397.6015625,41900.0,41900.0,41200.0,41500.0,2383464
2016-11-18,37486.859375,42000.0,42400.0,41700.0,42300.0,3331134
2016-11-21,36371.1796875,40750.0,41900.0,40650.0,41800.0,1883627
2016-11-22,38111.64453125,42700.0,42800.0,41200.0,41250.0,3306186
2016-11-23,38424.03125,43050.0,43900.0,42550.0,43000.0,4047443
2016-11-24,38067.01171875,42650.0,43850.0,42500.0,43350.0,1789745
2016-11-25,38022.3828125,42600.0,43300.0,42250.0,43050.0,1328958
2016-11-28,38022.3828125,42600.0,43250.0,42100.0,42400.0,1513215
2016-11-29,37843.87890625,42400.0,43100.0,41800.0,42400.0,1777480
2016-11-30,38290.14453125,42900.0,43800.0,42650.0,42900.0,4325524
2016-12-01,39450.45703125,44200.0,44400.0,43000.0,43000.0,3491185
2016-12-02,39628.9609375,44400.0,44500.0,43300.0,43350.0,4244113
2016-12-05,39628.9609375,44400.0,44600.0,43800.0,44050.0,1703219
2016-12-06,40343.0,45200.0,45500.0,44600.0,44700.0,3099065
2016-12-07,40387.62890625,45250.0,45800.0,45200.0,45750.0,1984369
2016-12-08,41280.16796875,46250.0,46650.0,46100.0,46200.0,3313157
2016-12-09,40610.7578125,45500.0,46750.0,45450.0,46450.0,3003326
2016-12-12,40432.24609375,45300.0,45850.0,44850.0,45750.0,1440589
2016-12-13,40119.85546875,44950.0,45700.0,44700.0,44700.0,1822952
2016-12-14,40923.15234375,45850.0,46100.0,45350.0,45350.0,2010708
2016-12-15,40700.015625,45600.0,46050.0,45000.0,45850.0,1828843
2016-12-16,41414.05078125,46400.0,46450.0,45700.0,45800.0,2100809
2016-12-19,40298.3671875,45150.0,46300.0,45050.0,46250.0,1997194
2016-12-20,40298.3671875,45150.0,45550.0,44950.0,45400.0,1110753
2016-12-21,40164.4765625,45000.0,45750.0,45000.0,45500.0,1662010
2016-12-22,40610.7578125,45500.0,46650.0,45150.0,46000.0,4045912
2016-12-23,41324.796875,46300.0,46400.0,45950.0,46200.0,2982024
2016-12-26,40744.6328125,45650.0,46600.0,45250.0,46200.0,1603230
2016-12-27,40744.6328125,45650.0,45950.0,45400.0,45550.0,1175619
2016-12-28,41015.9765625,45350.0,45750.0,45100.0,45350.0,1296254
2016-12-29,40428.08984375,44700.0,45200.0,44600.0,45150.0,1808856
2017-01-02,41422.9609375,45800.0,46000.0,44600.0,44750.0,1547681
2017-01-03,42734.390625,47250.0,47300.0,46200.0,46200.0,2655477
2017-01-04,42056.0625,46500.0,47150.0,46200.0,47000.0,2722599
2017-01-05,42463.0546875,46950.0,47500.0,46850.0,47000.0,2377163
2017-01-06,43412.72265625,48000.0,48450.0,47600.0,47700.0,3166843
2017-01-09,44814.5859375,49550.0,49750.0,48200.0,48500.0,3871999
2017-01-10,44995.47265625,49750.0,50200.0,49200.0,49850.0,2561968
2017-01-11,46668.67578125,51600.0,51900.0,50000.0,50000.0,4360058
2017-01-12,45764.234375,50600.0,51600.0,50400.0,51600.0,5060622
2017-01-13,45492.9140625,50300.0,50700.0,49850.0,49850.0,4219771
2017-01-16,44588.47265625,49300.0,50300.0,48800.0,50100.0,4974924
2017-01-17,44588.47265625,49300.0,50200.0,49250.0,49300.0,2309955
2017-01-18,44181.47265625,48850.0,49400.0,48300.0,48950.0,2974091
2017-01-19,44859.80859375,49600.0,50100.0,49100.0,49550.0,2332268
2017-01-20,44452.80859375,49150.0,50100.0,49150.0,49700.0,1943195
2017-01-23,45945.125,50800.0,51000.0,49900.0,49950.0,4148659
2017-01-24,46668.67578125,51600.0,52000.0,51100.0,51300.0,3449130
2017-01-25,46759.11328125,51700.0,52500.0,51600.0,52200.0,2715809
2017-01-26,48206.20703125,53300.0,53500.0,52400.0,52500.0,4517114
2017-01-31,48567.9765625,53700.0,54500.0,52700.0,53300.0,4118790
2017-02-01,48839.30859375,54000.0,54900.0,53700.0,54300.0,2813046
2017-02-02,47753.98828125,52800.0,54000.0,52700.0,53500.0,3486140
2017-02-03,48567.9765625,53700.0,53700.0,51800.0,52500.0,3718619
2017-02-06,48567.9765625,53700.0,54400.0,53300.0,54200.0,1897002
2017-02-07,48206.20703125,53300.0,54500.0,53100.0,53800.0,2405891
2017-02-08,49381.96484375,54600.0,54600.0,52400.0,53700.0,3552260
2017-02-09,47663.5390625,52700.0,53700.0,52500.0,53100.0,6547266
2017-02-10,45221.578125,50000.0,52200.0,50000.0,52000.0,9120878
2017-02-13,45854.67578125,50700.0,51000.0,49500.0,49550.0,4124290
2017-02-14,43819.70703125,48450.0,51600.0,48100.0,51100.0,8593878
2017-02-15,43322.2734375,47900.0,48700.0,47550.0,48300.0,8725221
2017-02-16,44859.80859375,49600.0,49600.0,48200.0,48350.0,4840918
2017-02-17,45583.3515625,50400.0,51100.0,50200.0,50400.0,4927937
2017-02-20,45131.1328125,49900.0,51000.0,49600.0,50900.0,2265276
2017-02-21,46035.5703125,50900.0,51000.0,49350.0,49950.0,2227708
2017-02-22,45764.234375,50600.0,51700.0,50600.0,51600.0,2678429
2017-02-23,45402.46484375,50200.0,50400.0,49050.0,50000.0,3374139
2017-02-24,42960.49609375,47500.0,50000.0,47400.0,49850.0,7707747
2017-02-27,41603.8515625,46000.0,47000.0,45650.0,46850.0,7604699
2017-02-28,42236.94921875,46700.0,47600.0,46200.0,46600.0,5588155
2017-03-02,43141.38671875,47700.0,47850.0,46800.0,46850.0,7093071
2017-03-03,42598.7265625,47100.0,48250.0,46700.0,47650.0,3937032
2017-03-06,44633.69140625,49350.0,49400.0,47550.0,47600.0,5045970
2017-03-07,44136.2578125,48800.0,49300.0,48050.0,49100.0,3439908
2017-03-08,43412.72265625,48000.0,49300.0,47900.0,48800.0,3728263
2017-03-09,43412.72265625,48000.0,48850.0,48000.0,48200.0,2957372
2017-03-10,44498.03515625,49200.0,49550.0,47500.0,48100.0,3849912
2017-03-13,46126.01171875,51000.0,51100.0,49300.0,49550.0,4948062
2017-03-14,45492.9140625,50300.0,51900.0,50300.0,51800.0,4024138
2017-03-15,44136.2578125,48800.0,49500.0,48550.0,49350.0,4688787
2017-03-16,44452.80859375,49150.0,49650.0,48500.0,49350.0,3458839
2017-03-17,42282.171875,46750.0,48400.0,46600.0,48400.0,8098258
2017-03-20,43050.94140625,47600.0,47650.0,46550.0,46950.0,3929405
2017-03-21,43005.71484375,47550.0,48250.0,47000.0,47900.0,3720816
2017-03-22,44000.59375,48650.0,48800.0,47000.0,47000.0,4157526
2017-03-23,43819.70703125,48450.0,49300.0,48150.0,48950.0,2473925
2017-03-24,44769.36328125,49500.0,50200.0,49300.0,50000.0,5174622
2017-03-27,45854.67578125,50700.0,51100.0,49950.0,50000.0,5607032
2017-03-28,45945.125,50800.0,51300.0,50000.0,51200.0,2862493
2017-03-29,46397.33984375,51300.0,52200.0,50800.0,51000.0,4154277
2017-03-30,46035.5703125,50900.0,51500.0,50200.0,51100.0,2204243
2017-03-31,45673.79296875,50500.0,50800.0,49900.0,50800.0,2682196
2017-04-03,46849.55078125,51800.0,51900.0,50700.0,50800.0,2361892
2017-04-04,46126.01171875,51000.0,52200.0,50800.0,52100.0,2192884
2017-04-05,45492.9140625,50300.0,51000.0,49950.0,50600.0,2758658
2017-04-06,44678.91796875,49400.0,50500.0,49100.0,50300.0,2991825
2017-04-07,45040.6875,49800.0,49800.0,48700.0,49450.0,2645476
2017-04-10,44317.1484375,49000.0,49750.0,48950.0,49700.0,1824895
2017-04-11,44181.47265625,48850.0,49350.0,48400.0,48550.0,2384127
2017-04-12,44317.1484375,49000.0,49200.0,48550.0,48800.0,1694663
2017-04-13,44995.47265625,49750.0,50200.0,48650.0,49100.0,2367158
2017-04-14,45040.6875,49800.0,50700.0,49450.0,49750.0,2845128
2017-04-17,44498.03515625,49200.0,50300.0,49100.0,50200.0,2002100
2017-04-18,45402.46484375,50200.0,50400.0,49300.0,49600.0,1899560
2017-04-19,45085.91015625,49850.0,50400.0,49850.0,50300.0,1587172
2017-04-20,46487.78515625,51400.0,51700.0,49700.0,49750.0,3573280
2017-04-21,47030.4453125,52000.0,52500.0,51300.0,51800.0,3834454
2017-04-24,47392.21875,52400.0,53200.0,52100.0,52700.0,3158545
2017-04-25,47392.21875,52400.0,52800.0,51300.0,52800.0,5312931
2017-04-26,48567.9765625,53700.0,54200.0,53000.0,53100.0,5609007
2017-04-27,48477.53515625,53600.0,53900.0,52700.0,53800.0,2743963
2017-04-28,48839.30859375,54000.0,54700.0,53400.0,53600.0,3573387
2017-05-02,50105.51171875,55400.0,55900.0,54800.0,55300.0,4347745
2017-05-04,50557.73046875,55900.0,55900.0,55000.0,55900.0,2780438
2017-05-08,51462.1484375,56900.0,57000.0,55700.0,56000.0,3818771
2017-05-10,50286.39453125,55600.0,58100.0,55200.0,57400.0,4766870
2017-05-11,51009.94921875,56400.0,56400.0,54800.0,56000.0,3509393
2017-05-12,50015.06640625,55300.0,56400.0,55100.0,56400.0,2303244
2017-05-15,50286.39453125,55600.0,56100.0,55300.0,55300.0,1542366
2017-05-16,50015.06640625,55300.0,56800.0,55200.0,56200.0,2546047
2017-05-17,49472.40625,54700.0,55700.0,54400.0,55400.0,2485465
2017-05-18,50376.83984375,55700.0,55700.0,53400.0,53600.0,3494997
2017-05-19,49020.18359375,54200.0,55600.0,54200.0,55100.0,2860160
2017-05-22,50648.171875,56000.0,56000.0,54800.0,54900.0,2544180
2017-05-23,49834.18359375,55100.0,56500.0,55000.0,56400.0,2410542
2017-05-24,50467.28125,55800.0,56500.0,55600.0,55700.0,2324952
2017-05-25,50467.28125,55800.0,56400.0,55400.0,56400.0,1996135
2017-05-26,51643.04296875,57100.0,57100.0,56000.0,56000.0,3145737
2017-05-29,52366.58203125,57900.0,58800.0,57100.0,57700.0,3294700
2017-05-30,51914.36328125,57400.0,58400.0,56600.0,58200.0,2368225
2017-05-31,51552.59375,57000.0,57900.0,56500.0,57400.0,3314659
2017-06-01,51009.94921875,56400.0,56900.0,56100.0,56700.0,2006611
2017-06-02,51643.04296875,57100.0,57500.0,56400.0,56900.0,2481215
2017-06-05,50738.609375,56100.0,57200.0,55900.0,57200.0,2525078
2017-06-07,51100.3828125,56500.0,56900.0,55400.0,55900.0,3040030
2017-06-08,51281.265625,56700.0,57000.0,56200.0,56500.0,3941766
2017-06-09,52728.359375,58300.0,58400.0,56500.0,56700.0,4799560
2017-06-12,52004.80859375,57500.0,57900.0,56800.0,57200.0,2650404
2017-06-13,53180.578125,58800.0,58900.0,56900.0,57700.0,3431811
2017-06-14,53632.7890625,59300.0,60000.0,58800.0,59200.0,4441904
2017-06-15,54808.55859375,60600.0,61000.0,59300.0,59300.0,4549233
2017-06-16,54718.10546875,60500.0,61600.0,59900.0,61100.0,3932203
2017-06-19,56798.3046875,62800.0,63200.0,61300.0,61300.0,5315543
2017-06-20,57883.62109375,64000.0,65400.0,63700.0,64700.0,6519471
2017-06-21,58607.171875,64800.0,66300.0,62900.0,63300.0,5650669
2017-06-22,58788.0546875,65000.0,66500.0,64500.0,66500.0,4977159
2017-06-23,58788.0546875,65000.0,65400.0,63500.0,64500.0,3189590
2017-06-26,61049.12890625,67500.0,67500.0,65000.0,65000.0,3516630
2017-06-27,62586.6640625,69200.0,69600.0,67000.0,68200.0,4951341
2017-06-28,60777.80078125,67200.0,69200.0,66800.0,68100.0,5520578
2017-06-29,61953.578125,68500.0,68800.0,67100.0,67900.0,3702501
2017-06-30,60958.6875,67400.0,67800.0,67000.0,67400.0,3180822
2017-07-03,59963.81640625,66300.0,66900.0,65500.0,66500.0,3763473
2017-07-04,59511.6015625,65800.0,67100.0,65300.0,65900.0,2895782
2017-07-05,61501.3515625,68000.0,68200.0,65300.0,65600.0,4557456
2017-07-06,61591.796875,68100.0,69400.0,67500.0,69000.0,4048922
2017-07-07,60235.13671875,66600.0,68400.0,66100.0,67600.0,3242213
2017-07-10,60868.24609375,67300.0,67500.0,65700.0,67000.0,2667048
2017-07-11,62405.77734375,69000.0,69000.0,66900.0,67400.0,3187332
2017-07-12,62315.33984375,68900.0,69500.0,68400.0,68700.0,3462150
2017-07-13,63852.87109375,70600.0,71900.0,69200.0,69500.0,5432312
2017-07-14,64305.08203125,71100.0,72200.0,70700.0,71400.0,2931832
2017-07-17,64395.53515625,71200.0,71900.0,70200.0,71800.0,2804598
2017-07-18,64033.75390625,70800.0,71800.0,70600.0,70700.0,2066194
2017-07-19,64214.6484375,71000.0,71200.0,70000.0,71200.0,2009799
2017-07-20,64485.98046875,71300.0,71700.0,70800.0,71400.0,1647153
2017-07-21,64395.53515625,71200.0,71300.0,70300.0,70800.0,1599111
2017-07-24,66023.5,73000.0,73000.0,71000.0,71300.0,3598173
2017-07-25,63671.98046875,70400.0,73000.0,70100.0,72900.0,6028435
2017-07-26,60416.0390625,66800.0,69900.0,66700.0,69600.0,9659618
2017-07-27,61863.1171875,68400.0,69500.0,66800.0,66800.0,6177375
2017-07-28,58426.27734375,64600.0,67900.0,64200.0,67800.0,8093780
2017-07-31,59692.48046875,66000.0,66000.0,63700.0,63700.0,4769724
2017-08-01,59240.26953125,65500.0,66500.0,64700.0,65300.0,3744523
2017-08-02,61501.3515625,68000.0,68200.0,66600.0,67900.0,4161592
2017-08-03,59240.26953125,65500.0,67900.0,65200.0,67900.0,4992104
2017-08-04,57883.62109375,64000.0,66100.0,63200.0,65100.0,5938549
2017-08-07,57974.05859375,64100.0,65000.0,63700.0,64000.0,3518575
2017-08-08,59963.81640625,66300.0,66400.0,64800.0,64900.0,4372768
2017-08-09,58064.5,64200.0,65400.0,64000.0,65400.0,4037319
2017-08-10,58245.38671875,64400.0,64600.0,63200.0,63700.0,4474120
2017-08-11,55532.09765625,61400.0,63000.0,61400.0,62000.0,6664578
2017-08-14,58878.49609375,65100.0,65100.0,62300.0,63000.0,5239246
2017-08-16,59782.91796875,66100.0,67300.0,65800.0,67200.0,4714899
2017-08-17,60054.26171875,66400.0,67300.0,66100.0,66800.0,3709768
2017-08-18,60596.9140625,67000.0,67300.0,64800.0,64900.0,3130891
2017-08-21,60777.80078125,67200.0,67800.0,66600.0,67300.0,2570150
2017-08-22,61682.23828125,68200.0,68200.0,67200.0,67400.0,2208365
2017-08-23,61501.3515625,68000.0,69000.0,67600.0,69000.0,3072911
2017-08-24,61591.796875,68100.0,68700.0,67500.0,68200.0,2333347
2017-08-25,61863.1171875,68400.0,68400.0,67600.0,68300.0,1862764
2017-08-28,61410.90234375,67900.0,68100.0,67100.0,68000.0,1843458
2017-08-29,61139.57421875,67600.0,67900.0,66400.0,67300.0,2967906
2017-08-30,61953.578125,68500.0,68900.0,68100.0,68300.0,2118742
2017-08-31,62044.00390625,68600.0,69300.0,68200.0,68900.0,2054717
2017-09-01,62134.44140625,68700.0,69200.0,67700.0,69000.0,2304425
2017-09-04,61591.796875,68100.0,68600.0,66600.0,66600.0,3234465
2017-09-05,63219.75,69900.0,70100.0,67900.0,68600.0,4026248
2017-09-06,64847.74609375,71700.0,71900.0,69700.0,69900.0,4476200
2017-09-07,64576.41015625,71400.0,72800.0,71200.0,71600.0,3877849
2017-09-08,65661.734375,72600.0,72800.0,71500.0,72000.0,2868673
2017-09-11,66747.046875,73800.0,74200.0,73200.0,73600.0,3321612
2017-09-12,67561.046875,74700.0,74900.0,73500.0,74800.0,3676865
2017-09-13,68465.46875,75700.0,77400.0,74300.0,75000.0,5682708
2017-09-14,69460.34375,76800.0,76800.0,75700.0,76300.0,3366621
2017-09-15,69822.1171875,77200.0,77500.0,76000.0,76100.0,2725277
2017-09-18,72083.203125,79700.0,80000.0,77700.0,78200.0,3638325
2017-09-19,71630.9765625,79200.0,80500.0,78500.0,80100.0,3934389
2017-09-20,72987.6484375,80700.0,81200.0,78400.0,79300.0,5268665
2017-09-21,75158.265625,83100.0,83400.0,80400.0,81100.0,6961713
2017-09-25,78052.4453125,86300.0,86300.0,83600.0,83600.0,4656285
2017-09-26,78052.4453125,86300.0,86300.0,86300.0,86300.0,0
2017-09-27,74525.171875,82400.0,83800.0,81400.0,83100.0,5029200
2017-09-28,75248.703125,83200.0,85500.0,82500.0,84500.0,4817018
2017-09-29,74977.375,82900.0,84300.0,82200.0,83300.0,3579139
2017-10-10,80223.078125,88700.0,90000.0,85300.0,86300.0,7956055
2017-10-11,80584.859375,89100.0,90300.0,88100.0,89900.0,5500820
2017-10-12,80042.203125,88500.0,89900.0,88100.0,89200.0,4313702
2017-10-13,77871.5625,86100.0,88500.0,85600.0,88500.0,6101810
2017-10-16,76153.125,84200.0,87100.0,82800.0,86100.0,6985619
2017-10-17,75520.0390625,83500.0,86600.0,83500.0,85700.0,6802500
2017-10-18,73168.515625,80900.0,83300.0,80000.0,83200.0,9070685
2017-10-19,71450.109375,79000.0,81800.0,79000.0,79900.0,7675978
2017-10-20,73439.84375,81200.0,82400.0,79600.0,79800.0,6911051
2017-10-23,76605.359375,84700.0,84700.0,82100.0,82600.0,5388391
2017-10-24,73982.5,81800.0,84200.0,81600.0,84000.0,5236092
2017-10-25,73892.0703125,81700.0,82600.0,80300.0,82100.0,3914170
2017-10-26,71178.7734375,78700.0,82000.0,78500.0,80000.0,7528077
2017-10-27,70907.4296875,78400.0,78700.0,76500.0,78100.0,8929263
2017-10-30,72173.6328125,79800.0,81300.0,79100.0,79600.0,5883529
2017-10-31,74344.2890625,82200.0,82700.0,79200.0,80000.0,6620890
2017-11-01,77148.015625,85300.0,86000.0,84000.0,86000.0,7067296
2017-11-02,75429.6015625,83400.0,85100.0,83200.0,85000.0,4464960
2017-11-03,76334.0234375,84400.0,84500.0,81900.0,83400.0,4050123
2017-11-06,75520.0390625,83500.0,84100.0,83000.0,83600.0,3131468
2017-11-07,74525.171875,82400.0,83300.0,82200.0,82800.0,2993945
2017-11-08,75248.703125,83200.0,84400.0,81800.0,82100.0,3396387
2017-11-09,74525.171875,82400.0,83500.0,81600.0,83200.0,3748489
2017-11-10,74163.3984375,82000.0,82800.0,81000.0,81300.0,2357772
2017-11-13,74434.7109375,82300.0,83100.0,81800.0,82000.0,2955651
2017-11-14,75429.6015625,83400.0,84500.0,82900.0,83000.0,3399976
2017-11-15,74163.3984375,82000.0,84200.0,81900.0,83800.0,3207872
2017-11-16,74615.6015625,82500.0,82800.0,81200.0,82300.0,3053355
2017-11-17,75067.828125,83000.0,84800.0,83000.0,83300.0,4339090
2017-11-20,74253.8359375,82100.0,83300.0,81800.0,83300.0,2988991
2017-11-21,76876.6796875,85000.0,85000.0,82800.0,83200.0,5540888
2017-11-22,78504.65625,86800.0,87700.0,86100.0,86500.0,4592670
2017-11-23,76605.359375,84700.0,86300.0,84500.0,86200.0,2840382
2017-11-24,76967.1328125,85100.0,85400.0,83900.0,84500.0,2073899
2017-11-27,75158.265625,83100.0,86700.0,82000.0,86000.0,7105679
2017-11-28,74706.03125,82600.0,83600.0,81200.0,82900.0,4083144
2017-11-29,74525.171875,82400.0,83000.0,82100.0,82900.0,2418748
2017-11-30,69460.34375,76800.0,79600.0,76800.0,77000.0,11213748
2017-12-01,70003.0078125,77400.0,78800.0,77100.0,77200.0,4340592
2017-12-04,71540.5390625,79100.0,79200.0,76800.0,77600.0,4115752
2017-12-05,70455.2109375,77900.0,79300.0,77100.0,77600.0,3736568
2017-12-06,70093.4375,77500.0,79500.0,77200.0,78700.0,3934238
2017-12-07,68736.8046875,76000.0,78300.0,75600.0,78300.0,5166136
2017-12-08,71178.7734375,78700.0,78900.0,76900.0,77500.0,3660716
2017-12-11,71178.7734375,78700.0,79500.0,78000.0,79000.0,2493176
2017-12-12,70364.7734375,77800.0,79000.0,77100.0,79000.0,3746347
2017-12-13,69460.34375,76800.0,77500.0,76200.0,77400.0,3485920
2017-12-14,68736.8046875,76000.0,77600.0,76000.0,77200.0,5552560
2017-12-15,68465.46875,75700.0,77400.0,75600.0,77100.0,3374982
2017-12-18,69822.1171875,77200.0,77300.0,75900.0,76200.0,3237589
